cod_jugador,nombre,cod_equipo,pierna,altura,pais,codigo_fifa
9436,Fabrizio Paghera,405,Right,"170cm / 5'7""",Italy,198959
9437,Pablo Pagis,148,Right,"180cm / 5'11""",France,266099
9438,Byron Palacios,259,Right,"185cm / 6'1""",Ecuador,254449
9439,James Pantemis,136,Left,"188cm / 6'2""",Canada,238919
9440,Eduard Pap,579,Right,"182cm / 6'0""",Romania,248000
9441,Paul Papp,569,Right,"188cm / 6'2""",Romania,204211
9442,Luis Paradela,327,Right,"169cm / 5'7""",Cuba,72940
9443,Luis Paredes,187,Right,"180cm / 5'11""",Colombia,274561
9444,Park Jung In,279,Right,"178cm / 5'10""",Korea Republic,248131
9445,Jorge Pascual,244,Left,"187cm / 6'2""",Spain,275415
9446,Callum Paterson,351,Right,"187cm / 6'2""",Scotland,210724
9447,Raul Paula,503,Right,"177cm / 5'10""",Germany,69987
9448,Branko Pavić,151,Right,"179cm / 5'10""",Croatia,74018
9449,Jack Payne,584,Left,"165cm / 5'5""",England,216467
9450,Nehuén Paz,418,Left,"192cm / 6'4""",Argentina,219451
9451,Tom Pearce,363,Left,"185cm / 6'1""",England,235347
9452,Halil İbrahim Pehlivan,270,Left,"183cm / 6'0""",Turkey,226442
9453,Mike Penders,141,Left,"200cm / 6'7""",Belgium,270821
9454,Andrés Perea,329,Right,"183cm / 6'0""",United States,246047
9455,Gabriel Pereira,306,Right,"195cm / 6'5""",Brazil,258480
9456,Romário,582,Right,"173cm / 5'8""",Brazil,193358
9457,Juan Daniel Pérez,468,Right,"175cm / 5'9""",Paraguay,277973
9458,Erick Perleche,490,Right,"170cm / 5'7""",Peru,265428
9459,Noah Persson,429,Left,"184cm / 6'0""",Sweden,262216
9460,Joakim Persson,632,Right,"183cm / 6'0""",Sweden,253980
9461,Kamil Pestka,324,Left,"189cm / 6'2""",Poland,235303
9462,Stefano Pettinari,305,Right,"185cm / 6'1""",Italy,198701
9463,Luca Philipp,49,Right,"192cm / 6'4""",Germany,257638
9464,Lebogang Phiri,532,Right,"173cm / 5'8""",South Africa,213725
9465,Fabian Piasecki,539,Right,"186cm / 6'1""",Poland,218633
9466,Arthur Piedfort,395,Right,"180cm / 5'11""",Belgium,276315
9467,Tomasz Pieńko,447,Right,"185cm / 6'1""",Poland,263245
9468,Juan Pablo Pignani,367,Right,"190cm / 6'3""",Argentina,267410
9469,Mauricio Pineda,169,Right,"185cm / 6'1""",United States,255273
9470,Kenan Pirić,379,Right,"192cm / 6'4""",Bosnia and Herzegovina,266358
9471,Niccolò Pisilli,14,Right,"180cm / 5'11""",Italy,275291
9472,Luca Plogmann,450,Left,"188cm / 6'2""",Germany,240123
9473,André Anderson,43,Right,"180cm / 5'11""",Italy,245639
9474,Marco Pompetti,365,Right,"176cm / 5'9""",Italy,237613
9475,Célio Pompeu,111,Right,"178cm / 5'10""",Brazil,273124
9476,Simone Pontisso,365,Right,"184cm / 6'0""",Italy,228882
9477,Rareș Pop,458,Left,"177cm / 5'10""",Romania,271172
9478,Tomás Porra,165,Left,"173cm / 5'8""",Argentina,279831
9479,Antonio Portales,593,Right,"183cm / 6'0""",Mexico,224832
9480,Dmytro Pospelov,633,Right,"187cm / 6'2""",Ukraine,72620
9481,Jerónimo Pourtau,377,Right,"193cm / 6'4""",Argentina,237575
9482,Rico Preißinger,373,Left,"185cm / 6'1""",Germany,238636
9483,Tim Prica,378,Left,"183cm / 6'0""",Sweden,245122
9484,Andrew Privett,243,Right,"185cm / 6'1""",United States,274534
9485,Maximilian Pronichev,623,Right,"183cm / 6'0""",Russia,244635
9486,Damián Puebla,280,Right,"160cm / 5'3""",Argentina,272912
9487,Gustavo Puerta,283,Right,"173cm / 5'8""",Colombia,273827
9488,Rubén Pulido,391,Right,"184cm / 6'0""",Spain,258652
9489,Teo Quintero,189,Left,"188cm / 6'2""",Venezuela,73012
9490,Jairo Quinteros,321,Left,"180cm / 5'11""",Bolivia,255908
9491,Victorio Ramis,307,Right,"181cm / 5'11""",Argentina,234464
9492,Calvin Ramsay,565,Right,"177cm / 5'10""",Scotland,252897
9493,Ryan Raposo,117,Right,"170cm / 5'7""",Canada,255772
9494,Jonathan Rasheed,542,Right,"191cm / 6'3""",Norway,222471
9495,Mathias Hebo Rasmussen,595,Right,"190cm / 6'3""",Denmark,223014
9496,Christian Rasmussen,82,Left,"184cm / 6'0""",Denmark,272982
9497,Louis Reed,528,Right,"173cm / 5'8""",England,222477
9498,Nikolai Rehnen,572,Right,"191cm / 6'3""",Germany,229067
9499,Eliano Reijnders,325,Right,"170cm / 5'7""",Holland,246231
9500,Boyd Reith,189,Right,"176cm / 5'9""",Holland,238042
9501,David Richter,492,Right,"196cm / 6'5""",Germany,276331
9502,Rim Chang Woo,401,Right,"184cm / 6'0""",Korea Republic,205278
9503,Hugo Rincón,452,Right,"183cm / 6'0""",Spain,279026
9504,Jonathan Ring,582,Left,"182cm / 6'0""",Sweden,213338
9505,Daniel Ríos,346,Left,"185cm / 6'1""",Mexico,235184
9506,Lautaro Ríos,307,Right,"180cm / 5'11""",Argentina,254951
9507,Connor Ripley,604,Right,"191cm / 6'3""",England,202770
9508,Renné Rivas,451,Left,"181cm / 5'11""",Venezuela,256193
9509,Cristian Riveros,290,Left,"178cm / 5'10""",Paraguay,174381
9510,Calogero Rizzuto,557,Right,"170cm / 5'7""",Germany,234279
9511,Jordan Roberts,563,Left,"185cm / 6'1""",England,206558
9512,Clark Robertson,593,Left,"188cm / 6'2""",Scotland,200793
9513,Carlos Roca,397,Left,"168cm / 5'6""",Bolivia,254404
9514,Antoniu Roca,153,Right,"178cm / 5'10""",Spain,263133
9515,Mikael Doka,459,Right,"170cm / 5'7""",Brazil,277428
9516,Tiago Reis,337,Right,"184cm / 6'0""",Brazil,73758
9517,Ignacio Agustín Rodríguez,258,Left,"175cm / 5'9""",Argentina,261691
9518,Derlis Rodríguez,262,Right,"176cm / 5'9""",Paraguay,273683
9519,Francisco Rodríguez,523,Left,"173cm / 5'8""",Bolivia,254409
9520,Gregorio Rodríguez,280,Right,"178cm / 5'10""",Argentina,274081
9521,Martín Rodríguez,468,Right,"191cm / 6'3""",Uruguay,262286
9522,Álvaro,71,Left,"193cm / 6'4""",Uruguay,272445
9523,Genaro,556,Right,"185cm / 6'1""",Spain,240873
9524,Godfried Roemeratoe,477,Right,"178cm / 5'10""",Curaçao,239558
9525,Franz Roggow,581,Right,"186cm / 6'1""",Germany,263065
9526,Nazareno Romero,387,Left,"172cm / 5'8""",Argentina,247081
9527,Matías Romero,280,Right,"179cm / 5'10""",Argentina,226024
9528,Bruno Romo,494,Left,"185cm / 6'1""",Chile,203795
9529,Tim Rönning,599,Right,"201cm / 6'7""",Sweden,242200
9530,Ruben Roosken,549,Left,"183cm / 6'0""",Holland,252268
9531,Maurides,274,Left,"189cm / 6'2""",Brazil,209323
9532,Yilson Rosales,318,Right,"183cm / 6'0""",Colombia,245146
9533,Lasse Rosenboom,273,Right,"190cm / 6'3""",Germany,275754
9534,Otto Rosengren,310,Right,"178cm / 5'10""",Sweden,265696
9535,Jean Pierre Rosso,6,Right,"179cm / 5'10""",Uruguay,253262
9536,Paolo Rozzio,305,Right,"189cm / 6'2""",Italy,208942
9537,Thomas Sabitzer,403,Right,"182cm / 6'0""",Austria,251499
9538,Driess Saddiki,265,Right,"179cm / 5'10""",Morocco,243733
9539,Daniel Saggiomo,480,Right,"176cm / 5'9""",Venezuela,253911
9540,Andrés Salazar,232,Left,"182cm / 6'0""",Colombia,275042
9541,Leonardo Saldaña,533,Left,"170cm / 5'7""",Colombia,226723
9542,Oscar Salomón,367,Right,"181cm / 5'11""",Argentina,254228
9543,Zine,101,Right,"181cm / 5'11""",Angola,278660
9544,Cris Salvador,211,Right,"183cm / 6'0""",Spain,236997
9545,Alejandro Samudio,562,Right,"171cm / 5'7""",Paraguay,256163
9546,Lucas Sanabria,290,Left,"175cm / 5'9""",Paraguay,255436
9547,Renzo Sanchez,337,Right,"170cm / 5'7""",Uruguay,267750
9548,Luis Sánchez,464,Right,"171cm / 5'7""",Colombia,246396
9549,Manu Sánchez,388,Right,"183cm / 6'0""",Spain,251642
9550,Marcus Sandberg,619,Right,"191cm / 6'3""",Sweden,191153
9551,Cisse Sandra,513,Left,"184cm / 6'0""",Belgium,260577
9552,Sadibou Sané,271,Right,"182cm / 6'0""",Senegal,278065
9553,Opa Sangante,435,Right,"188cm / 6'2""",Guinea-Bissau,240258
9554,Thomas Santos,481,Right,"178cm / 5'10""",Denmark,269385
9555,Rafael Santos,370,Left,"184cm / 6'0""",Brazil,262562
9556,Bruno Leite,520,Right,"184cm / 6'0""",Cape Verde Islands,236877
9557,Álvaro Sanz,313,Right,"170cm / 5'7""",Spain,266157
9558,Mamadou Sarr,104,Right,"194cm / 6'4""",France,275507
9559,Mouhamadou Sarr,338,Right,"190cm / 6'3""",Senegal,227966
9560,Widen Saucedo,523,Right,"179cm / 5'10""",Bolivia,254961
9561,Christian Saydee,484,Right,"184cm / 6'0""",England,254858
9562,Dominik Schad,373,Right,"176cm / 5'9""",Germany,229998
9563,Simon Scherder,373,Right,"189cm / 6'2""",Germany,211874
9564,Derry Scherhant,226,Right,"185cm / 6'1""",Germany,269705
9565,Marco Schikora,572,Right,"181cm / 5'11""",Germany,258400
9566,Patrick Schmidt,557,Right,"186cm / 6'1""",Germany,244040
9567,Szabolcs Schön,478,Left,"173cm / 5'8""",Hungary,239377
9568,Sam Schreck,467,Right,"180cm / 5'11""",Germany,235288
9569,Jorg Schreuders,437,Right,"177cm / 5'10""",Holland,273008
9570,Eduardo Brock,262,Left,"186cm / 6'1""",Brazil,246658
9571,Markus Schubert,427,Right,"187cm / 6'2""",Germany,234383
9572,Christopher Scott,74,Right,"178cm / 5'10""",Germany,256944
9573,Ryan Scott,634,Right,"184cm / 6'0""",Australia,254906
9574,Sean Seitz,555,Right,"177cm / 5'10""",Germany,275738
9575,Alessandro Sersanti,305,Right,"175cm / 5'9""",Italy,277696
9576,Nicolás Sessa,635,Left,"172cm / 5'8""",Germany,240891
9577,Steven Sessegnon,565,Right,"174cm / 5'9""",England,239800
9578,Liam Shaw,87,Right,"188cm / 6'2""",England,254315
9579,Alen Sherri,143,Right,"197cm / 6'6""",Albania,73838
9580,Sam Sherring,615,Right,"188cm / 6'2""",England,243765
9581,Jordan Shipley,618,Left,"183cm / 6'0""",Republic of Ireland,233378
9582,Nicklas Shipnoski,534,Right,"184cm / 6'0""",Germany,234901
9583,Arne Sicker,502,Left,"184cm / 6'0""",Germany,238683
9584,Kyrylo Sigeev,156,Right,"182cm / 6'0""",Ukraine,73458
9585,Rúnar Þór Sigurgeirsson,513,Left,"186cm / 6'1""",Iceland,72400
9586,Luís Silva,372,Left,"184cm / 6'0""",Portugal,237845
9587,Teles,537,Right,"180cm / 5'11""",Portugal,276452
9588,Fábio Nunes,372,Left,"185cm / 6'1""",Portugal,210427
9589,Samuel Silvera,484,Right,"173cm / 5'8""",Australia,251176
9590,Sim Sang Min,219,Left,"172cm / 5'8""",Korea Republic,221567
9591,Gabriel Simion,463,Right,"179cm / 5'10""",Romania,247950
9592,Jack Simpson,609,Left,"190cm / 6'3""",England,230882
9593,Ayanda Sishuba,146,Right,"169cm / 5'7""",Belgium,276787
9594,Fredrik Sjølstad,619,Right,"187cm / 6'2""",Norway,246911
9595,Fredrik Sjøvold,162,Right,"168cm / 5'6""",Norway,268375
9596,Callum Slattery,566,Right,"177cm / 5'10""",England,229163
9597,Levi Smans,334,Right,"175cm / 5'9""",Holland,72893
9598,Jonny Smith,565,Left,"173cm / 5'8""",England,235014
9599,Emran Soglo,83,Left,"178cm / 5'10""",England,277601
9600,Patrick Soko,391,Right,"176cm / 5'9""",Cameroon,240047
9601,Patryk Sokołowski,525,Right,"181cm / 5'11""",Poland,244212
9602,Cristhian Solano,202,Right,"178cm / 5'10""",Ecuador,71242
9603,Julio Soler,147,Left,"170cm / 5'7""",Argentina,269796
9604,Joachim Soltvedt,453,Left,"188cm / 6'2""",Norway,225251
9605,Sven Sonnenberg,557,Right,"194cm / 6'4""",Germany,250847
9606,Ruel Sotiriou,606,Right,"175cm / 5'9""",Cyprus,250812
9607,Almir Soto,567,Right,"180cm / 5'11""",Colombia,227894
9608,Moussa Soumano,512,Right,"185cm / 6'1""",France,273962
9609,Luke Southwood,478,Right,"185cm / 6'1""",Northern Ireland,235027
9610,Jack Sparkes,516,Left,"177cm / 5'10""",England,240606
9611,Sven Sprangler,487,Right,"182cm / 6'0""",Austria,229508
9612,Adam Ståhl,311,Right,"187cm / 6'2""",Sweden,242055
9613,Florin Ștefan,514,Left,"183cm / 6'0""",Romania,248041
9614,Halldor Stenevik,214,Right,"185cm / 6'1""",Norway,236634
9615,Jonas Sterner,500,Right,"180cm / 5'11""",Germany,256954
9616,Mihailo Stevanovic,302,Right,"186cm / 6'1""",Serbia,258043
9617,Nikola Stevanović,537,Right,"190cm / 6'3""",Serbia,266564
9618,Layton Stewart,295,Right,"176cm / 5'9""",England,276967
9619,Michel Stöcker,598,Left,"184cm / 6'0""",Germany,252902
9620,Cole Stockton,620,Right,"186cm / 6'1""",England,207828
9621,Ionuț Stoica,571,Left,"186cm / 6'1""",Romania,247978
9622,Finn Stokkers,450,Right,"180cm / 5'11""",Holland,233109
9623,Rafał Strączek,515,Right,"188cm / 6'2""",Poland,257669
9624,Simon Strand,404,Right,"175cm / 5'9""",Sweden,243125
9625,Simon Straudi,511,Right,"176cm / 5'9""",Italy,248823
9626,Philipp Strompf,544,Left,"194cm / 6'4""",Germany,264442
9627,Elliot Stroud,587,Left,"180cm / 5'11""",Sweden,272712
9628,Álex Cardero,203,Right,"180cm / 5'11""",Spain,261993
9629,Manuel Sulbarán,451,Right,"167cm / 5'6""",Venezuela,261497
9630,Franck Surdez,277,Right,"188cm / 6'2""",Switzerland,70427
9631,Zak Swanson,484,Right,"189cm / 6'2""",England,253057
9632,Dan Sweeney,563,Right,"191cm / 6'3""",England,211217
9633,Przemysław Szymiński,336,Right,"185cm / 6'1""",Poland,234747
9634,Jesper Taaje,521,Right,"192cm / 6'4""",Norway,266659
9635,Nkosi Tafari,142,Right,"193cm / 6'4""",United States,256024
9636,Harald Nilsen Tangen,504,Right,"177cm / 5'10""",Norway,239672
9637,Sander Tangvik,394,Right,"193cm / 6'4""",Norway,257568
9638,Ollie Tanner,253,Left,"177cm / 5'10""",England,269175
9639,Abdoul Fessal Tapsoba,248,Right,"177cm / 5'10""",Burkina Faso,253225
9640,David Justin Taylor,220,Right,"173cm / 5'8""",United States,261196
9641,Terry Taylor,486,Right,"185cm / 6'1""",Wales,251592
9642,Connor Taylor,606,Right,"183cm / 6'0""",England,262731
9643,Ryan Teague,461,Left,"182cm / 6'0""",Australia,246007
9644,Cedric Teguía,462,Left,"180cm / 5'11""",Spain,258536
9645,Rui Encarnação,337,Right,"185cm / 6'1""",Portugal,258357
9646,Kay Tejan,435,Left,"188cm / 6'2""",Holland,276363
9647,Tesfaldet Tekie,404,Right,"175cm / 5'9""",Sweden,227835
9648,Tonio Teklić,70,Left,"182cm / 6'0""",Croatia,262583
9649,Jordan Tell,466,Right,"185cm / 6'1""",France,240434
9650,Søren Tengstedt,450,Left,"187cm / 6'2""",Denmark,250998
9651,Jano ter Horst,373,Right,"181cm / 5'11""",Germany,276287
9652,Carlos Terán,169,Right,"187cm / 6'2""",Colombia,247173
9653,Andrea Tessiore,445,Right,"177cm / 5'10""",Italy,276166
9654,Pascal Testroet,483,Right,"185cm / 6'1""",Germany,198019
9655,Yannick Thoelen,231,Right,"188cm / 6'2""",Belgium,188202
9656,Jordan Thorniley,446,Left,"181cm / 5'11""",England,229349
9657,Samson Okikiola Tijani,135,Right,"175cm / 5'9""",Nigeria,257308
9658,Yacine Titraoui,197,Right,"170cm / 5'7""",Algeria,73348
9659,Vinícius Tobías,156,Right,"175cm / 5'9""",Brazil,268411
9660,Logi Tómasson,521,Left,"187cm / 6'2""",Iceland,277902
9661,Diego Tonetto,307,Left,"176cm / 5'9""",Argentina,210452
9662,Kristoffer Tønnessen,497,Left,"184cm / 6'0""",Norway,254809
9663,Vicente Emanuel Torres,441,Right,"181cm / 5'11""",Ecuador,71467
9664,Andrés Torrico,456,Right,"169cm / 5'7""",Bolivia,274195
9665,Saikou Touray,356,Right,"175cm / 5'9""",Gambia,271528
9666,Ibou Touray,613,Left,"177cm / 5'10""",Gambia,204979
9667,Yoann Touzghar,512,Right,"179cm / 5'10""",Tunisia,203889
9668,Jacob Trenskow,334,Left,"178cm / 5'10""",Denmark,259131
9669,Kai Trewin,322,Right,"178cm / 5'10""",Australia,252700
9670,Nectarios Triantis,406,Right,"191cm / 6'3""",Australia,270887
9671,Simone Trimboli,479,Right,"176cm / 5'9""",Italy,268081
9672,Miłosz Trojak,588,Right,"191cm / 6'3""",Poland,220616
9673,Connal Trueman,308,Right,"186cm / 6'1""",England,225511
9674,Antef Tsoungui,383,Right,"185cm / 6'1""",Belgium,264121
9675,Ryotaro Tsunoda,253,Left,"185cm / 6'1""",Japan,263460
9676,Bill Tuiloma,243,Right,"178cm / 5'10""",New Zealand,220886
9677,Oliver Turton,420,Right,"180cm / 5'11""",England,203292
9678,Alexander Ruud Tveter,631,Left,"188cm / 6'2""",Norway,201993
9679,Chrisantus Uche,71,Right,"190cm / 6'3""",Nigeria,73374
9680,Daniel Udoh,508,Right,"183cm / 6'0""",Nigeria,233572
9681,Osaze Urhoghide,454,Right,"188cm / 6'2""",England,244674
9682,Santeri Väänänen,394,Right,"177cm / 5'10""",Finland,246757
9683,Pablo Vaca,443,Right,"181cm / 5'11""",Bolivia,264533
9684,Daniel Valdés,636,Right,"180cm / 5'11""",Venezuela,254584
9685,Esteban Valencia,494,Right,"176cm / 5'9""",Chile,255365
9686,Jhojan Valencia,138,Right,"172cm / 5'8""",Colombia,228744
9687,Tito Valencia,441,Right,"174cm / 5'9""",Ecuador,254433
9688,Luciano Valente,437,Right,"190cm / 6'3""",Italy,262221
9689,Rúben Ismael,256,Right,"184cm / 6'0""",Portugal,252080
9690,Zarek Valentin,220,Right,"183cm / 6'0""",Puerto Rico,202076
9691,Enrico Valentini,276,Right,"182cm / 6'0""",Germany,208730
9692,Gustavo Vallecilla,259,Right,"185cm / 6'1""",Ecuador,254172
9693,Amourricho van Axel Dongen,82,Right,"175cm / 5'9""",Holland,266448
9694,Thom van Bergen,437,Right,"180cm / 5'11""",Holland,271932
9695,Benjamin Van Durmen,597,Left,"185cm / 6'1""",Belgium,228715
9696,Syb van Ottele,407,Right,"185cm / 6'1""",Holland,260436
9697,Terence Vancooten,622,Right,"185cm / 6'1""",Guyana,239989
9698,Kevin Varga,514,Right,"178cm / 5'10""",Hungary,258590
9699,Marco Varnier,586,Right,"186cm / 6'1""",Italy,235863
9700,Nikola Vasic,560,Right,"197cm / 6'6""",Sweden,272916
9701,Kyle Vassell,350,Left,"183cm / 6'0""",Northern Ireland,220943
9702,Rocco Vata,341,Right,"178cm / 5'10""",Republic of Ireland,275196
9703,Niklas Vesterlund,246,Right,"185cm / 6'1""",Denmark,247330
9704,Lawrence Vigouroux,352,Left,"194cm / 6'4""",Chile,213413
9705,David Villalba,575,Left,"180cm / 5'11""",Paraguay,254174
9706,Gabriel Villamíl,212,Right,"175cm / 5'9""",Bolivia,259834
9707,Ionuț Vînă,440,Left,"180cm / 5'11""",Romania,248112
9708,Rémy Vita,454,Left,"170cm / 5'7""",Madagascar,258468
9709,Janus Vivar,259,Left,"167cm / 5'6""",Ecuador,254215
9710,Ștefan Vlădoiu,327,Right,"178cm / 5'10""",Romania,247949
9711,Thibault Vlietinck,383,Right,"180cm / 5'11""",Belgium,246185
9712,Albion Vrenezi,612,Right,"177cm / 5'10""",Kosovo,240027
9713,Niko Vukancic,555,Right,"186cm / 6'1""",Germany,271046
9714,Dennis Waidner,616,Right,"174cm / 5'9""",Germany,252016
9715,Sam Walker,611,Right,"198cm / 6'6""",England,200525
9716,Tyler Walker,543,Right,"184cm / 6'0""",England,222878
9717,Leo Walta,632,Right,"170cm / 5'7""",Finland,263364
9718,Wang Jinxian,292,Right,"177cm / 5'10""",China PR,224546
9719,Wang Shenchao,114,Right,"180cm / 5'11""",China PR,224604
9720,Wang Zhen'ao,114,Right,"175cm / 5'9""",China PR,257523
9721,Danny Ward,420,Left,"180cm / 5'11""",England,194319
9722,Magnus Warming,595,Right,"188cm / 6'2""",Denmark,238755
9723,Lewis Warrington,609,Right,"175cm / 5'9""",England,266871
9724,Conor Washington,409,Right,"178cm / 5'10""",Northern Ireland,217758
9725,Kjell Wätjen,12,Right,"184cm / 6'0""",Germany,70728
9726,Marley Watkins,350,Right,"178cm / 5'10""",Wales,189776
9727,David Watson,350,Right,"175cm / 5'9""",Scotland,274934
9728,Elliot Watt,622,Right,"179cm / 5'10""",Scotland,241982
9729,Kelland Watts,600,Left,"192cm / 6'4""",England,244277
9730,Marcel Wędrychowski,268,Left,"171cm / 5'7""",Poland,252509
9731,Jonas Weik,572,Left,"176cm / 5'9""",Germany,248579
9732,Mallik Wilks,489,Left,"183cm / 6'0""",England,236938
9733,Jay Williams,637,Right,"188cm / 6'2""",St. Kitts and Nevis,246243
9734,Rhys Williams,638,Right,"195cm / 6'5""",England,247601
9735,Carl Winchester,618,Right,"178cm / 5'10""",Northern Ireland,201901
9736,Piotr Wlazło,469,Right,"184cm / 6'0""",Poland,199647
9737,Maxwell Woledzi,601,Right,"187cm / 6'2""",Ghana,251905
9738,Tyler Wolff,346,Right,"175cm / 5'9""",United States,258813
9739,Maximilian Wolfram,568,Right,"185cm / 6'1""",Germany,238953
9740,Kyle Wootton,613,Right,"188cm / 6'2""",England,225001
9741,Marius Wörl,467,Right,"178cm / 5'10""",Germany,270403
9742,Joe Wright,350,Right,"193cm / 6'4""",Wales,214682
9743,Wu Yake,292,Right,"187cm / 6'2""",China PR,221964
9744,Jannes Wulff,492,Right,"188cm / 6'2""",Germany,270002
9745,Antal Yaakobishvili,45,Right,"193cm / 6'4""",Hungary,279874
9746,Rihito Yamamoto,396,Left,"179cm / 5'10""",Japan,270923
9747,Ye Chugui,423,Right,"180cm / 5'11""",China PR,226296
9748,Yeon Je Woon,380,Right,"185cm / 6'1""",Korea Republic,234186
9749,Abdullah Yiğiter,379,Right,"189cm / 6'2""",Turkey,237553
9750,Kuki Zalazar,556,Left,"177cm / 5'10""",Spain,225738
9751,Kevin Zeroli,15,Right,"187cm / 6'2""",Italy,278351
9752,Georgiy Zhukov,382,Right,"172cm / 5'8""",Kazakhstan,210870
9753,Bernhard Zimmermann,355,Right,"179cm / 5'10""",Austria,267864
9754,Diego Živulić,537,Right,"187cm / 6'2""",Croatia,252574
9755,Kévin Zohi,466,Right,"177cm / 5'10""",Mali,240730
9756,Adam Zreľák,515,Left,"183cm / 6'0""",Slovakia,239627
9757,Dejan Zukić,403,Right,"182cm / 6'0""",Serbia,73288
9758,Joël Zwarts,492,Left,"190cm / 6'3""",Holland,246613
9759,Mateusz Żyro,372,Right,"188cm / 6'2""",Poland,244891
9760,Haitam Abaida El Achhab,381,Left,"172cm / 5'8""",Morocco,260344
9761,Mohammed Abbas,105,Right,"174cm / 5'9""",United Arab Emirates,262175
9762,Hakim Abdallah,535,Right,"187cm / 6'2""",Madagascar,237666
9763,Suleiman Abdullahi,481,Right,"185cm / 6'1""",Nigeria,227638
9764,Samuel Abifade,534,Left,"186cm / 6'1""",Germany,244188
9765,Asumah Abubakar,429,Right,"183cm / 6'0""",Portugal,231014
9766,Kevin Ackermann,560,Right,"179cm / 5'10""",Sweden,239084
9767,Diego Acosta,348,Right,"174cm / 5'9""",Paraguay,70172
9768,Abdulfatah Adam,116,Right,"180cm / 5'11""",Saudi Arabia,242312
9769,Tayo Adaramola,613,Left,"177cm / 5'10""",Republic of Ireland,267476
9770,Jonas Adjetey,272,Right,"188cm / 6'2""",Ghana,276634
9771,Albert Adomah,626,Right,"185cm / 6'1""",Ghana,186783
9772,Sergio Adrián,523,Right,"172cm / 5'8""",Bolivia,254357
9773,Adnan Aganović,633,Right,"180cm / 5'11""",Croatia,258025
9774,Dan Agyei,609,Left,"183cm / 6'0""",England,228382
9775,Ali Ahmed,117,Right,"180cm / 5'11""",Canada,272604
9776,Ange Ahoussou,460,Left,"188cm / 6'2""",Côte d'Ivoire,266543
9777,Jack Aitchison,558,Right,"180cm / 5'11""",Scotland,234099
9778,Arda Akbulut,70,Left,"195cm / 6'5""",Turkey,240809
9779,Ahmed Al Ghamdi,21,Right,"177cm / 5'10""",Saudi Arabia,259426
9780,Abdullah Al Hafith,215,Right,"187cm / 6'2""",Saudi Arabia,207716
9781,Nader Al Sharari,35,Right,"181cm / 5'11""",Saudi Arabia,255837
9782,Francisco Alarcón,438,Right,"189cm / 6'2""",Chile,214961
9783,Agustín Albarracín,419,Left,"176cm / 5'9""",Uruguay,71730
9784,Tom Aldred,491,Right,"188cm / 6'2""",Scotland,190962
9785,Kerim Alıcı,316,Right,"183cm / 6'0""",Turkey,259164
9786,Noah Allen,9,Left,"175cm / 5'9""",United States,267872
9787,Gustavo Almada,389,Right,"182cm / 6'0""",Paraguay,70216
9788,Romeo Amane,287,Right,"169cm / 5'7""",Côte d'Ivoire,265738
9789,Mustafa Amini,474,Right,"173cm / 5'8""",Australia,199002
9790,Ben Amos,604,Right,"193cm / 6'4""",England,173531
9791,Youssef Amyn,215,Right,"172cm / 5'8""",Iraq,261435
9792,Costin Amzăr,535,Left,"170cm / 5'7""",Romania,258421
9793,Joseph Anang,607,Right,"190cm / 6'3""",England,244191
9794,Eirik Ulland Andersen,521,Right,"182cm / 6'0""",Norway,203368
9795,Bruce Anderson,350,Right,"177cm / 5'10""",Scotland,245174
9796,Jorge Andia,456,Right,"176cm / 5'9""",Bolivia,253989
9797,Chuks Aneke,486,Right,"191cm / 6'3""",England,202123
9798,Louis Appéré,563,Right,"185cm / 6'1""",Scotland,256711
9799,Arvin Appiah,337,Left,"175cm / 5'9""",England,242841
9800,Jordan Archer,484,Right,"191cm / 6'3""",Scotland,205352
9801,Ricard Artero,45,Right,"181cm / 5'11""",Spain,264735
9802,Jonas Arweiler,598,Left,"188cm / 6'2""",Germany,255540
9803,Mauricio Asenjo,307,Right,"187cm / 6'2""",Argentina,223499
9804,Josh Atencio,186,Right,"186cm / 6'1""",United States,256934
9805,Jonathan Augustinsson,394,Left,"185cm / 6'1""",Sweden,233040
9806,Brandon Austin,18,Right,"188cm / 6'2""",England,236568
9807,Jorge Teixeira,414,Right,"188cm / 6'2""",Portugal,199674
9808,Mahamadou Ba,230,Right,"175cm / 5'9""",Mali,257905
9809,Juraj Badelj,327,Left,"190cm / 6'3""",Croatia,273803
9810,Bilal Bafdili,231,Right,"177cm / 5'10""",Belgium,277072
9811,Owen Bailey,591,Right,"183cm / 6'0""",England,243613
9812,Gali Balanta,318,Right,"193cm / 6'4""",Colombia,270666
9813,Agustín Baldi,263,Left,"185cm / 6'1""",Argentina,258125
9814,Jack Baldwin,548,Right,"185cm / 6'1""",England,205393
9815,Samuel Ballet,361,Right,"184cm / 6'0""",Switzerland,253714
9816,Samuel Bamba,191,Right,"179cm / 5'10""",Germany,264543
9817,Nahuel Banegas,418,Left,"176cm / 5'9""",Argentina,258574
9818,Jaydon Banel,82,Right,"172cm / 5'8""",Holland,272983
9819,Víctor Barberá,89,Right,"178cm / 5'10""",Spain,275881
9820,Nir Bardea,514,Right,"189cm / 6'2""",Israel,73225
9821,Gabriel Barès,86,Left,"187cm / 6'2""",Switzerland,256697
9822,Óscar Barreto,425,Right,"173cm / 5'8""",Colombia,222358
9823,Hamza Barry,538,Right,"175cm / 5'9""",Gambia,218877
9824,Jan-Christoph Bartels,534,Right,"188cm / 6'2""",Germany,245176
